step,forecast,memory,timeout,concurrency,latency,cost,reward,sla_violated
60,95.26168,128,5,2,173.5348,0.071125336,-2.8866183219760178,False
61,97.11838,128,5,2,174.49248,0.071125336,-2.8949506331403074,False
62,93.400925,128,5,2,172.57506,0.071125336,-2.878313802219722,False
63,90.373436,128,5,2,171.01352,0.071125336,-2.8649006030762814,False
64,176.56226,128,5,2,215.46866,0.071125336,-6.716935322190577,True
65,217.00456,128,5,2,236.32831,0.071125336,-6.952543499716597,True
66,217.51991,128,5,2,236.59413,0.071125336,-6.9556862046801164,True
67,173.11113,128,5,2,213.68863,0.071125336,-6.697837298273438,True
68,214.69298,128,5,2,235.13603,0.071125336,-6.9384904772367655,True
69,149.51065,128,5,2,201.51578,0.071125336,-6.571481877513511,True
70,81.73952,128,5,2,166.56024,0.071125336,-2.8273179211059323,False
71,81.47877,128,5,2,166.42577,0.071125336,-2.8261983256836363,False
72,92.63832,128,5,2,172.18173,0.071125336,-2.8749236212792573,False
73,78.56524,128,5,2,164.92299,0.071125336,-2.8137498630293756,False
74,75.94558,128,5,2,163.5718,0.071125336,-2.802653402998557,False
75,74.3039,128,5,2,162.72504,0.071125336,-2.795746045284422,False
76,74.922226,128,5,2,163.04398,0.071125336,-2.7983434355184684,False
77,77.173676,128,5,2,164.20525,0.071125336,-2.807844055805935,False
78,77.24239,128,5,2,164.24069,0.071125336,-2.8081350908195755,False
79,78.197464,128,5,2,164.7333,0.071125336,-2.8121865186577875,False
80,79.998985,128,5,2,165.6625,0.071125336,-2.8198616363699975,False
81,79.8721,128,5,2,165.59706,0.071125336,-2.819319650480626,False
82,80.12828,128,5,2,165.72919,0.071125336,-2.8204141406474776,False
83,83.48328,128,5,2,167.45966,0.071125336,-2.8348284404962674,False
84,83.859344,128,5,2,167.65364,0.071125336,-2.8364535000556974,False
85,85.82533,128,5,2,168.66766,0.071125336,-2.844979520723128,False
86,88.66658,128,5,2,170.13315,0.071125336,-2.8573921741773467,False
87,91.07124,128,5,2,171.37343,0.071125336,-2.8679814055198882,False
88,89.514656,128,5,2,170.57057,0.071125336,-2.861118001242095,False
89,99.972046,128,5,2,175.96437,0.071125336,-2.9078464584817927,False
90,99.271965,128,5,2,175.60327,0.071125336,-2.9046727413065554,False
91,95.12803,128,5,2,173.46588,0.071125336,-2.886020301489217,False
92,102.49797,128,5,2,177.26721,0.071125336,-2.919351575250409,False
93,103.93254,128,5,2,178.00714,0.071125336,-2.925923563968872,False
94,102.549065,128,5,2,177.29356,0.071125336,-2.9195851748912807,False
95,104.27961,128,5,2,178.18616,0.071125336,-2.9275176524275257,False
96,107.56791,128,5,2,179.88222,0.071125336,-2.942700333113942,False
97,109.35323,128,5,2,180.80305,0.071125336,-2.9510037456237486,False
98,112.362564,128,5,2,182.35524,0.071125336,-2.9650958882971894,False
99,116.64834,128,5,2,184.56581,0.071125336,-4.407880026521806,False
100,117.34946,128,5,2,184.92743,0.071125336,-4.411220434759942,False
101,118.76641,128,5,2,185.65826,0.071125336,-4.417991513537636,False
102,120.83186,128,5,2,186.7236,0.071125336,-4.427909302968468,False
103,121.3529,128,5,2,186.99234,0.071125336,-4.430420142881623,False
104,121.14904,128,5,2,186.8872,0.071125336,-4.429437296579303,False
105,124.135086,128,5,2,188.42737,0.071125336,-4.44388850348064,False
106,122.55555,128,5,2,187.61267,0.071125336,-4.4362294544875525,False
107,121.827385,128,5,2,187.23709,0.071125336,-4.432709816910102,False
108,124.135086,128,5,2,188.42737,0.071125336,-4.44388850348064,False
109,124.3089,128,5,2,188.51703,0.071125336,-4.444733298321624,False
110,121.14904,128,5,2,186.8872,0.071125336,-4.429437296579303,False
111,120.44114,128,5,2,186.52208,0.071125336,-4.426028790568878,False
112,120.20338,128,5,2,186.39943,0.071125336,-4.424885423287909,False
113,119.03726,128,5,2,185.79797,0.071125336,-4.419288877049331,False
114,179.32448,128,5,2,216.89339,0.071125336,-6.732335201358921,True
115,218.20699,128,5,2,236.9485,0.071125336,-6.959881600438931,True
116,212.756,128,5,2,234.13696,0.071125336,-6.926769547059746,True
117,176.50665,128,5,2,215.43999,0.071125336,-6.7166263675163185,True
118,216.86504,128,5,2,236.25635,0.071125336,-6.951693248952407,True
119,142.90785,128,5,2,198.11014,0.071125336,-4.537457295585063,False
120,105.99411,128,5,2,179.07048,0.071125336,-2.935415868518536,False
121,113.24608,128,5,2,182.81094,0.071125336,-2.969256098929138,False
122,143.9886,128,5,2,198.66757,0.071125336,-4.54298676456682,False
123,97.600494,128,5,2,174.74115,0.071125336,-2.897121730741779,False
124,97.70202,128,5,2,174.79352,0.071125336,-2.8975793155512926,False
125,92.764534,128,5,2,172.24681,0.071125336,-2.875484171581428,False
126,92.910095,128,5,2,172.3219,0.071125336,-2.876130915934512,False
127,91.08137,128,5,2,171.37865,0.071125336,-2.8680261513162937,False
128,88.06253,128,5,2,169.82158,0.071125336,-2.8547442541580272,False
129,89.14672,128,5,2,170.3808,0.071125336,-2.859500387345851,False
130,85.56962,128,5,2,168.53577,0.071125336,-2.8438676397008167,False
131,86.47506,128,5,2,169.00279,0.071125336,-2.8478085340816817,False
132,84.25231,128,5,2,167.85632,0.071125336,-2.838153593723861,False
133,80.38634,128,5,2,165.8623,0.071125336,-2.8215175318883787,False
134,78.4176,128,5,2,164.84685,0.071125336,-2.813122071372017,False
135,77.50612,128,5,2,164.37671,0.071125336,-2.8092526060189082,False
136,74.915886,128,5,2,163.04071,0.071125336,-2.798316777208919,False
137,74.834206,128,5,2,162.99858,0.071125336,-2.7979733787418954,False
138,73.438835,128,5,2,162.27887,0.071125336,-2.7921207013912968,False
139,75.51635,128,5,2,163.3504,0.071125336,-2.800843958103351,False
140,77.0758,128,5,2,164.15477,0.071125336,-2.807429632425925,False
141,78.51772,128,5,2,164.8985,0.071125336,-2.8135477805158917,False
142,78.287834,128,5,2,164.77992,0.071125336,-2.8125704990897313,False
143,81.98163,128,5,2,166.68513,0.071125336,-2.8283582966679504,False
144,83.11054,128,5,2,167.2674,0.071125336,-2.8332196442619346,False
145,81.91213,128,5,2,166.64928,0.071125336,-2.8280595851001045,False
146,82.22753,128,5,2,166.81197,0.071125336,-2.8294157641439646,False
147,84.02262,128,5,2,167.73784,0.071125336,-2.8371596343127385,False
148,83.21901,128,5,2,167.32335,0.071125336,-2.833687619743479,False
149,85.83479,128,5,2,168.67253,0.071125336,-2.845020672726559,False
150,90.49071,128,5,2,171.074,0.071125336,-2.8654179007834757,False
151,93.27758,128,5,2,172.51144,0.071125336,-2.8777649459815944,False
152,93.492935,128,5,2,172.62251,0.071125336,-2.8787233610025043,False
153,94.360794,128,5,2,173.07014,0.071125336,-2.8825919305088066,False
154,96.10596,128,5,2,173.97028,0.071125336,-2.8904015016420126,False
155,100.23569,128,5,2,176.10034,0.071125336,-2.909043328969791,False
156,103.21108,128,5,2,177.63501,0.071125336,-2.922615029400143,False
157,104.06721,128,5,2,178.0766,0.071125336,-2.926541897291819,False
158,107.42892,128,5,2,179.81053,0.071125336,-2.94205566888396,False
159,110.58592,128,5,2,181.43887,0.071125336,-2.956761635304252,False
160,111.78586,128,5,2,182.05779,0.071125336,-2.9623859497872904,False
161,112.34498,128,5,2,182.34618,0.071125336,-2.9650131875230503,False
162,116.781685,128,5,2,184.63458,0.071125336,-4.408514816715144,False
163,116.99742,128,5,2,184.74585,0.071125336,-4.409542379569009,False
164,188.95065,128,5,2,221.85846,0.071125336,-6.786795976122367,True
165,222.68425,128,5,2,239.25784,0.071125336,-6.987374404356876,True
166,217.68298,128,5,2,236.67824,0.071125336,-6.956681376667975,True
167,190.72227,128,5,2,222.77223,0.071125336,-6.796953352338553,True
168,213.69128,128,5,2,234.61937,0.071125336,-6.932422864569467,True
169,150.11543,128,5,2,201.82771,0.071125336,-6.574627344303715,True
170,121.63744,128,5,2,187.13911,0.071125336,-4.431792844143365,False
171,126.981895,128,5,2,189.8957,0.071125336,-4.457776268256991,False
172,164.35255,128,5,2,209.17105,0.071125336,-6.650079878309255,True
173,126.969345,128,5,2,189.88924,0.071125336,-4.457714806515726,False
174,136.6876,128,5,2,194.90181,0.071125336,-4.505934525203621,False
175,126.27279,128,5,2,189.52997,0.071125336,-4.454306908940167,False
176,125.47089,128,5,2,189.11636,0.071125336,-4.450391632289801,False
177,124.22683,128,5,2,188.4747,0.071125336,-4.444334417271516,False
178,120.34273,128,5,2,186.47131,0.071125336,-4.425555430046628,False
179,118.4804,128,5,2,185.51074,0.071125336,-4.416622597645956,False
180,114.74544,128,5,2,183.58429,0.071125336,-2.976339904378338,False
181,110.87904,128,5,2,181.59006,0.071125336,-2.958133779639588,False
182,107.42892,128,5,2,179.81053,0.071125336,-2.94205566888396,False
183,104.66801,128,5,2,178.38647,0.071125336,-2.92930346240428,False
184,103.95324,128,5,2,178.01782,0.071125336,-2.9260185875580538,False
185,103.43726,128,5,2,177.7517,0.071125336,-2.9236515274111854,False
186,96.99732,128,5,2,174.43004,0.071125336,-2.8944059737293157,False
187,95.30431,128,5,2,173.55681,0.071125336,-2.8868091322354776,False
188,86.732605,128,5,2,169.13564,0.071125336,-2.848931481805241,False
189,90.69629,128,5,2,171.18004,0.071125336,-2.866325186541735,False
190,89.87573,128,5,2,170.7568,0.071125336,-2.862707211271796,False
191,85.244965,128,5,2,168.36832,0.071125336,-2.842457254790708,False
192,83.529816,128,5,2,167.48366,0.071125336,-2.835029443409161,False
193,82.765495,128,5,2,167.08945,0.071125336,-2.8317319983014433,False
194,80.49708,128,5,2,165.91942,0.071125336,-2.821991305287765,False
195,77.92734,128,5,2,164.59396,0.071125336,-2.811039406831296,False
196,78.63125,128,5,2,164.95703,0.071125336,-2.8140306479222605,False
197,77.320564,128,5,2,164.281,0.071125336,-2.8084662368839948,False
198,78.879456,128,5,2,165.08507,0.071125336,-2.815086965861326,False
199,78.50797,128,5,2,164.89346,0.071125336,-2.813506316430539,False
200,72.45354,128,5,2,161.77066,0.071125336,-2.7880036132925152,False
201,75.42902,128,5,2,163.30536,0.071125336,-2.8004761296743625,False
202,76.56841,128,5,2,163.89305,0.071125336,-2.8052833537515225,False
203,74.35815,128,5,2,162.75302,0.071125336,-2.795973708326396,False
204,74.782166,128,5,2,162.97174,0.071125336,-2.7977546392087596,False
205,75.263176,128,5,2,163.21983,0.071125336,-2.799777836998757,False
206,78.018456,128,5,2,164.64096,0.071125336,-2.8114262371881678,False
207,79.97776,128,5,2,165.65157,0.071125336,-2.819770959152514,False
208,78.788216,128,5,2,165.038,0.071125336,-2.8146985723814764,False
209,80.74244,128,5,2,166.04597,0.071125336,-2.8230415972217076,False
210,83.12434,128,5,2,167.27452,0.071125336,-2.833279148811987,False
211,82.76697,128,5,2,167.0902,0.071125336,-2.8317383434015397,False
212,87.442696,128,5,2,169.50188,0.071125336,-2.8520321832917332,False
213,93.5226,128,5,2,172.63783,0.071125336,-2.8788554218684403,False
214,164.1282,128,5,2,209.05534,0.071125336,-6.648869980832809,True
215,215.79106,128,5,2,235.70241,0.071125336,-6.945157292034516,True
216,219.99892,128,5,2,237.87276,0.071125336,-6.970853014640566,True
217,219.99113,128,5,2,237.86876,0.071125336,-6.97080527573915,True
218,211.09528,128,5,2,233.28036,0.071125336,-6.916760042882849,True
219,129.77711,128,5,2,191.33745,0.071125336,-4.471517248381576,False
220,109.46363,128,5,2,180.86002,0.071125336,-2.951518587540003,False
221,121.53039,128,5,2,187.0839,0.071125336,-4.431276284704316,False
222,156.33269,128,5,2,205.0345,0.071125336,-6.607245329649,True
223,114.386986,128,5,2,183.39941,0.071125336,-2.9746436587802347,False
224,115.477715,128,5,2,183.962,0.071125336,-2.9798104561054712,False
225,116.10367,128,5,2,184.28485,0.071125336,-2.982782754223458,False
226,115.66724,128,5,2,184.05977,0.071125336,-2.980709837212313,False
227,114.73566,128,5,2,183.57925,0.071125336,-2.9762935971499296,False
228,117.073326,128,5,2,184.785,0.071125336,-4.4099041016112235,False
229,116.95911,128,5,2,184.72607,0.071125336,-4.409359802673324,False
230,120.45254,128,5,2,186.52795,0.071125336,-4.4260836206475815,False
231,121.090904,128,5,2,186.85722,0.071125336,-4.429157194149305,False
232,121.43717,128,5,2,187.03581,0.071125336,-4.4308265592739335,False
233,122.59215,128,5,2,187.63153,0.071125336,-4.4364065038442835,False
234,125.18837,128,5,2,188.97064,0.071125336,-4.449014237681011,False
235,121.382965,128,5,2,187.00784,0.071125336,-4.430565146710519,False
236,123.305115,128,5,2,187.99928,0.071125336,-4.439859899655726,False
237,123.19899,128,5,2,187.94455,0.071125336,-4.439345477038278,False
238,120.91633,128,5,2,186.76717,0.071125336,-4.428316090775349,False
239,118.80154,128,5,2,185.67639,0.071125336,-4.418159667710702,False
240,119.18441,128,5,2,185.87387,0.071125336,-4.419994061975078,False
241,116.48204,128,5,2,184.48003,0.071125336,-4.407088659021093,False
242,113.00261,128,5,2,182.68538,0.071125336,-2.9681086371524406,False
243,111.58691,128,5,2,181.95517,0.071125336,-2.9614521029303194,False
244,109.94088,128,5,2,181.10617,0.071125336,-2.9537461211819838,False
245,107.635735,128,5,2,179.9172,0.071125336,-2.9430150089656015,False
246,107.80746,128,5,2,180.00578,0.071125336,-2.9438119894256807,False
247,104.76087,128,5,2,178.43439,0.071125336,-2.929730743209572,False
248,103.0565,128,5,2,177.5553,0.071125336,-2.9219070458256255,False
249,101.01072,128,5,2,176.5001,0.071125336,-2.91256714834772,False
250,89.02071,128,5,2,170.3158,0.071125336,-2.8589468156686193,False
251,93.06639,128,5,2,172.40251,0.071125336,-2.876825668882836,False
252,93.49321,128,5,2,172.62267,0.071125336,-2.8787245837346154,False
253,86.85113,128,5,2,169.19675,0.071125336,-2.8494485597480743,False
254,86.62847,128,5,2,169.08191,0.071125336,-2.848477333030585,False
255,83.94393,128,5,2,167.69727,0.071125336,-2.8368192756315382,False
256,82.18827,128,5,2,166.79172,0.071125336,-2.8292468749760054,False
257,81.429535,128,5,2,166.40036,0.071125336,-2.8259870350420906,False
258,80.49708,128,5,2,165.91942,0.071125336,-2.821991305287765,False
259,77.759636,128,5,2,164.50748,0.071125336,-2.8103277372032496,False
260,78.60049,128,5,2,164.94118,0.071125336,-2.8138997894985547,False
261,78.59133,128,5,2,164.93645,0.071125336,-2.8138608459697063,False
262,77.93913,128,5,2,164.60005,0.071125336,-2.8110894751067574,False
263,77.99884,128,5,2,164.63086,0.071125336,-2.8113429539047443,False
264,172.71179,128,5,2,213.48265,0.071125336,-6.695637648537489,True
265,214.01414,128,5,2,234.7859,0.071125336,-6.934377088288867,True
266,220.88225,128,5,2,238.32838,0.071125336,-6.9762770832458445,True
267,172.44543,128,5,2,213.34526,0.071125336,-6.694171666249384,True
268,213.30585,128,5,2,234.42056,0.071125336,-6.930091692392077,True
269,103.7003,128,5,2,177.88736,0.071125336,-2.9248577850825166,False
270,82.71896,128,5,2,167.06543,0.071125336,-2.83153150141942,False
271,77.07645,128,5,2,164.15509,0.071125336,-2.8074323778158483,False
272,119.254326,128,5,2,185.90993,0.071125336,-4.420329277504668,False
273,84.481476,128,5,2,167.97452,0.071125336,-2.839145974442668,False
274,85.66109,128,5,2,168.58295,0.071125336,-2.8442652585982158,False
275,88.22508,128,5,2,169.90543,0.071125336,-2.855456341373467,False
276,92.39912,128,5,2,172.05835,0.071125336,-2.873861823764688,False
277,95.11755,128,5,2,173.46048,0.071125336,-2.885973440761638,False
278,98.18572,128,5,2,175.043,0.071125336,-2.8997613197843766,False
279,100.60613,128,5,2,176.29143,0.071125336,-2.910726626579206,False
280,102.74011,128,5,2,177.39209,0.071125336,-2.9204589436105763,False
281,104.709694,128,5,2,178.40799,0.071125336,-2.929495254189189,False
282,107.261894,128,5,2,179.72438,0.071125336,-2.941281336008702,False
283,107.344765,128,5,2,179.76712,0.071125336,-2.941665484935273,False
284,109.16371,128,5,2,180.70532,0.071125336,-2.9501202820643275,False
285,111.410446,128,5,2,181.86417,0.071125336,-2.9606242678795374,False
286,112.85749,128,5,2,182.61053,0.071125336,-2.967425072922716,False
287,117.12382,128,5,2,184.81105,0.071125336,-4.4101447346599585,False
288,117.750824,128,5,2,185.13445,0.071125336,-4.413135765723485,False
289,117.22376,128,5,2,184.86258,0.071125336,-4.41062111937075,False
290,120.94584,128,5,2,186.7824,0.071125336,-4.428458237184688,False
291,122.61174,128,5,2,187.64166,0.071125336,-4.43650138541127,False
292,122.06878,128,5,2,187.3616,0.071125336,-4.433875868153399,False
293,124.91533,128,5,2,188.8298,0.071125336,-4.447684049086815,False
294,125.31451,128,5,2,189.0357,0.071125336,-4.449629100472474,False
295,124.91533,128,5,2,188.8298,0.071125336,-4.447684049086815,False
296,124.60422,128,5,2,188.66934,0.071125336,-4.4461696775583786,False
297,122.83281,128,5,2,187.75566,0.071125336,-4.437571501260971,False
298,122.068504,128,5,2,187.36145,0.071125336,-4.433874541021456,False
299,121.80063,128,5,2,187.22328,0.071125336,-4.432580659606926,False
300,121.14904,128,5,2,186.8872,0.071125336,-4.429437296579303,False
301,120.34273,128,5,2,186.47131,0.071125336,-4.425555430046628,False
302,120.3399,128,5,2,186.46985,0.071125336,-4.425541854940194,False
303,117.04169,128,5,2,184.76868,0.071125336,-4.409753259655018,False
304,114.2529,128,5,2,183.33026,0.071125336,-2.974009580937316,False
305,112.05686,128,5,2,182.19757,0.071125336,-2.9636588440231986,False
306,112.27475,128,5,2,182.30994,0.071125336,-2.964682963626178,False
307,109.16371,128,5,2,180.70532,0.071125336,-2.9501202820643275,False
308,107.23249,128,5,2,179.70921,0.071125336,-2.9411450561826022,False
309,104.166534,128,5,2,178.12782,0.071125336,-2.9269981213032628,False
310,99.76508,128,5,2,175.85762,0.071125336,-2.906907544228569,False
311,93.95963,128,5,2,172.86324,0.071125336,-2.880802468376754,False
312,92.92753,128,5,2,172.33089,0.071125336,-2.8762083922914727,False
313,91.835236,128,5,2,171.7675,0.071125336,-2.871361840911018,False
314,176.18634,128,5,2,215.27478,0.071125336,-6.714847372385445,True
315,221.0403,128,5,2,238.4099,0.071125336,-6.977248682378457,True
316,221.77098,128,5,2,238.78677,0.071125336,-6.981744794770267,True
317,201.86325,128,5,2,228.51862,0.071125336,-6.8617855698489825,True
318,216.52763,128,5,2,236.08232,0.071125336,-6.949638244734949,True
319,115.41673,128,5,2,183.93056,0.071125336,-2.9795211670539765,False
320,78.7677,128,5,2,165.02742,0.071125336,-2.814611256743993,False
321,81.58854,128,5,2,166.48238,0.071125336,-2.8266695481934945,False
322,126.41275,128,5,2,189.60216,0.071125336,-4.454991150578214,False
323,75.73826,128,5,2,163.46487,0.071125336,-2.8017791216211885,False
324,76.59193,128,5,2,163.90518,0.071125336,-2.805382743237673,False
325,77.85985,128,5,2,164.55916,0.071125336,-2.8107529586132687,False
326,76.70215,128,5,2,163.96204,0.071125336,-2.8058487335236713,False
327,76.20039,128,5,2,163.70325,0.071125336,-2.8037287473169985,False
328,78.48133,128,5,2,164.87971,0.071125336,-2.8133930266457665,False
329,77.99482,128,5,2,164.62878,0.071125336,-2.8113258832453307,False
330,76.42832,128,5,2,163.8208,0.071125336,-2.804691361559345,False
331,78.423164,128,5,2,164.84972,0.071125336,-2.8131457165799403,False
332,78.38843,128,5,2,164.83179,0.071125336,-2.812998046184864,False
333,77.867935,128,5,2,164.56334,0.071125336,-2.810787279984213,False
334,80.41011,128,5,2,165.87456,0.071125336,-2.8216192251932535,False
335,83.002174,128,5,2,167.21152,0.071125336,-2.8327522529795885,False
336,86.63785,128,5,2,169.08675,0.071125336,-2.848518220142318,False
337,90.83124,128,5,2,171.24963,0.071125336,-2.8669210562888345,False
338,94.59997,128,5,2,173.19351,0.071125336,-2.8836598335029846,False
339,95.58376,128,5,2,173.70094,0.071125336,-2.8880604463519988,False
340,94.82907,128,5,2,173.31169,0.071125336,-2.8846834842623914,False
341,97.680984,128,5,2,174.78267,0.071125336,-2.8974844999533964,False
342,101.80025,128,5,2,176.90733,0.071125336,-2.91616509130277,False
343,101.54832,128,5,2,176.77739,0.071125336,-2.9150161238989516,False
344,102.65836,128,5,2,177.34993,0.071125336,-2.9200850000810052,False
345,104.78796,128,5,2,178.44835,0.071125336,-2.9298553825343863,False
346,104.825386,128,5,2,178.46767,0.071125336,-2.9300276466306583,False
347,103.543594,128,5,2,177.80653,0.071125336,-2.9241390348016583,False
348,107.525024,128,5,2,179.8601,0.071125336,-2.942501400353416,False
349,109.570045,128,5,2,180.91489,0.071125336,-2.952015010171251,False
350,112.729935,128,5,2,182.54472,0.071125336,-2.9668244677875046,False
351,118.98565,128,5,2,185.77135,0.071125336,-4.419041585739473,False
352,121.39536,128,5,2,187.01425,0.071125336,-4.430624903119227,False
353,122.555275,128,5,2,187.61253,0.071125336,-4.436228125577239,False
354,122.555275,128,5,2,187.61253,0.071125336,-4.436228125577239,False
355,125.362755,128,5,2,189.06058,0.071125336,-4.449864294770145,False
356,121.3529,128,5,2,186.99234,0.071125336,-4.430420142881623,False
357,122.55555,128,5,2,187.61267,0.071125336,-4.4362294544875525,False
358,125.75735,128,5,2,189.2641,0.071125336,-4.451789229458076,False
359,124.62671,128,5,2,188.68094,0.071125336,-4.446279116869518,False
360,122.60404,128,5,2,187.63768,0.071125336,-4.436464133633774,False
361,126.658936,128,5,2,189.72914,0.071125336,-4.456195369321069,False
362,122.445,128,5,2,187.55565,0.071125336,-4.435694649167129,False
363,121.19545,128,5,2,186.91115,0.071125336,-4.429661028403625,False
364,158.87766,128,5,2,206.34717,0.071125336,-6.620745470972063,True
365,206.06766,128,5,2,230.6872,0.071125336,-6.886681205016833,True
366,217.18141,128,5,2,236.41954,0.071125336,-6.953621562825558,True
367,182.95021,128,5,2,218.76349,0.071125336,-6.7527033448946945,True
368,212.51332,128,5,2,234.0118,0.071125336,-6.925304601725874,True
369,165.2019,128,5,2,209.60913,0.071125336,-6.6546664049531365,True
370,112.32902,128,5,2,182.33795,0.071125336,-2.9649381325073305,False
371,110.40741,128,5,2,181.3468,0.071125336,-2.955926551505662,False
372,156.51764,128,5,2,205.1299,0.071125336,-6.608223529512846,True
373,102.87139,128,5,2,177.45981,0.071125336,-2.9210596378997424,False
374,99.85947,128,5,2,175.9063,0.071125336,-2.907335656115556,False
375,96.858665,128,5,2,174.35852,0.071125336,-2.8937823624666894,False
376,91.79266,128,5,2,171.74554,0.071125336,-2.8711732682990925,False
377,91.476654,128,5,2,171.58253,0.071125336,-2.8697742589419324,False
378,92.82752,128,5,2,172.2793,0.071125336,-2.8757640007859018,False
379,86.38276,128,5,2,168.95517,0.071125336,-2.8474063013076854,False
380,86.28023,128,5,2,168.9023,0.071125336,-2.8469596159967976,False
381,87.866394,128,5,2,169.72043,0.071125336,-2.853885511599759,False
382,85.22548,128,5,2,168.35828,0.071125336,-2.8423726491170767,False
383,82.88064,128,5,2,167.14883,0.071125336,-2.832228252452812,False
384,83.87841,128,5,2,167.66347,0.071125336,-2.836535937238714,False
385,83.1379,128,5,2,167.28152,0.071125336,-2.8333376684761165,False
386,81.332375,128,5,2,166.35025,0.071125336,-2.8255701474136345,False
387,80.78802,128,5,2,166.06947,0.071125336,-2.8232367862869556,False
388,81.89213,128,5,2,166.63896,0.071125336,-2.8279736137242018,False
389,79.91202,128,5,2,165.61765,0.071125336,-2.819490132483352,False
390,76.56467,128,5,2,163.89113,0.071125336,-2.8052675204794566,False
391,79.08704,128,5,2,165.19214,0.071125336,-2.8159710474916246,False
392,78.674194,128,5,2,164.97919,0.071125336,-2.8142133579800652,False
