timestamp,invocations,memory_MB,timeout_sec,concurrency,cold_start,latency_ms,duration_ms,hour,minute,second,dayofweek,invocations_lag1,invocations_lag2,invocations_avg_5,invocations_std_5
2024-01-01 03:55:00,80,128,15,8,0,181.94,148.14,3,55,0,0,72.0,71.0,73.2,4.549725266430813
2024-01-01 04:00:00,76,512,1,7,0,157.97,117.6,4,0,0,0,80.0,72.0,73.4,4.669047011971386
2024-01-01 04:05:00,66,512,10,6,0,168.09,146.62,4,5,0,0,76.0,80.0,73.0,5.291502622129078
2024-01-01 04:10:00,223,2048,10,22,0,201.59,176.48,4,10,0,0,66.0,76.0,103.4,67.05818369147795
2024-01-01 04:15:00,216,512,3,21,0,189.23,167.21,4,15,0,0,223.0,66.0,132.2,79.89493100316189
2024-01-01 04:20:00,213,128,30,21,0,207.86,182.56,4,20,0,0,216.0,223.0,158.8,80.3100242809078
2024-01-01 04:25:00,226,3008,10,22,0,173.24,154.44,4,25,0,0,213.0,216.0,188.8,68.8454791544078
2024-01-01 04:30:00,230,1024,3,23,0,175.66,156.01,4,30,0,0,226.0,213.0,221.6,7.02139587261659
2024-01-01 04:35:00,87,2048,5,8,0,164.41,135.35,4,35,0,0,230.0,226.0,194.4,60.442534692052725
2024-01-01 04:40:00,80,128,30,8,0,177.53,134.07,4,40,0,0,87.0,230.0,167.2,76.70528013116174
2024-01-01 04:45:00,84,1024,10,8,0,119.26,113.26,4,45,0,0,80.0,87.0,141.4,79.10625765386703
2024-01-01 04:50:00,90,128,30,9,0,159.8,140.84,4,50,0,0,84.0,80.0,114.2,64.83980259069268
2024-01-01 04:55:00,95,2048,30,9,0,158.52,150.32,4,55,0,0,90.0,84.0,87.2,5.718391382198159
2024-01-01 05:00:00,90,512,1,9,0,159.64,123.72,5,0,0,0,95.0,90.0,87.8,5.848076606885222
2024-01-01 05:05:00,94,3008,30,9,0,153.46,139.34,5,5,0,0,90.0,95.0,90.6,4.33589667773555
2024-01-01 05:10:00,92,2048,1,9,0,115.32,109.75,5,10,0,0,94.0,90.0,92.2,2.280350850197881
2024-01-01 05:15:00,94,512,10,9,0,159.13,132.75,5,15,0,0,92.0,94.0,93.0,1.9999999999995488
2024-01-01 05:20:00,106,2048,30,10,0,162.62,125.18,5,20,0,0,94.0,92.0,95.2,6.260990336999266
2024-01-01 05:25:00,112,256,5,11,0,153.61,126.97,5,25,0,0,106.0,94.0,99.6,8.876936408468758
2024-01-01 05:30:00,107,3008,15,10,0,157.23,135.18,5,30,0,0,112.0,106.0,102.2,8.729261137117975
2024-01-01 05:35:00,115,128,1,11,0,162.57,138.48,5,35,0,0,107.0,112.0,106.8,8.04363102087597
2024-01-01 05:40:00,114,128,5,11,0,182.3,148.15,5,40,0,0,115.0,107.0,110.8,4.086563348340291
2024-01-01 05:45:00,111,3008,10,11,0,135.86,124.6,5,45,0,0,114.0,115.0,111.8,3.114482300479201
2024-01-01 05:50:00,118,256,5,11,0,164.51,145.63,5,50,0,0,111.0,114.0,113.0,4.183300132670165
2024-01-01 05:55:00,125,512,30,12,0,142.84,127.37,5,55,0,0,118.0,111.0,116.6,5.319774431307988
2024-01-01 06:00:00,119,128,15,11,0,133.74,125.42,6,0,0,0,125.0,118.0,117.4,5.319774431307988
2024-01-01 06:05:00,129,256,15,12,0,160.15,143.43,6,5,0,0,119.0,125.0,120.4,6.913754406977312
2024-01-01 06:10:00,109,128,15,10,0,141.5,110.42,6,10,0,0,129.0,119.0,120.0,7.61577310586379
2024-01-01 06:15:00,127,1024,3,12,0,183.82,158.15,6,15,0,0,109.0,129.0,121.8,8.074651695274428
2024-01-01 06:20:00,124,512,30,12,0,176.89,150.45,6,20,0,0,127.0,109.0,121.6,7.98749021908623
2024-01-01 06:25:00,123,1024,1,12,0,178.95,157.49,6,25,0,0,124.0,127.0,122.4,7.861297602813304
2024-01-01 06:30:00,125,3008,15,12,0,149.65,124.42,6,30,0,0,123.0,124.0,121.6,7.1972216861785085
2024-01-01 06:35:00,115,512,5,11,0,121.12,109.13,6,35,0,0,125.0,123.0,122.8,4.604345773288343
2024-01-01 06:40:00,123,256,30,12,0,131.44,114.54,6,40,0,0,115.0,125.0,122.0,3.9999999999997784
2024-01-01 06:45:00,126,512,1,12,0,152.46,130.54,6,45,0,0,123.0,115.0,122.4,4.335896677735555
2024-01-01 06:50:00,130,512,15,13,1,298.3,145.52,6,50,0,0,126.0,123.0,123.8,5.540758070877867
2024-01-01 06:55:00,119,256,30,11,0,166.95,143.75,6,55,0,0,130.0,126.0,122.6,5.856620185738377
2024-01-01 07:00:00,117,3008,5,11,1,289.98,141.36,7,0,0,0,119.0,130.0,123.0,5.244044240850589
2024-01-01 07:05:00,117,512,1,11,0,160.79,144.56,7,5,0,0,117.0,119.0,121.8,5.890670590009106
2024-01-01 07:10:00,122,3008,1,12,0,172.89,121.31,7,10,0,0,117.0,117.0,121.0,5.431390245599944
2024-01-01 07:15:00,118,3008,10,11,0,188.66,159.59,7,15,0,0,122.0,117.0,118.6,2.0736441353323434
2024-01-01 07:20:00,111,3008,5,11,0,152.75,128.62,7,20,0,0,118.0,122.0,117.0,3.9370039370056795
2024-01-01 07:25:00,115,128,10,11,0,182.2,164.53,7,25,0,0,111.0,118.0,116.6,4.0373258476370495
2024-01-01 07:30:00,110,2048,15,11,0,143.29,127.8,7,30,0,0,115.0,111.0,115.2,4.969909455915492
2024-01-01 07:35:00,112,3008,1,11,0,147.73,129.04,7,35,0,0,110.0,115.0,113.2,3.2710854467589554
2024-01-01 07:40:00,102,256,5,10,0,124.87,101.94,7,40,0,0,112.0,110.0,110.0,4.847679857416147
2024-01-01 07:45:00,101,2048,5,10,0,126.16,124.96,7,45,0,0,102.0,112.0,108.0,6.204836822995286
2024-01-01 07:50:00,98,3008,3,9,0,129.0,124.69,7,50,0,0,101.0,102.0,104.6,6.066300355241094
2024-01-01 07:55:00,90,256,30,9,1,268.93,125.3,7,55,0,0,98.0,101.0,100.6,7.924645102463466
2024-01-01 08:00:00,97,256,15,9,0,175.19,153.12,8,0,0,0,90.0,98.0,97.6,4.722287581246845
2024-01-01 08:05:00,94,1024,30,9,0,180.33,162.72,8,5,0,0,97.0,90.0,96.0,4.183300132670159
2024-01-01 08:10:00,90,1024,1,9,0,164.94,130.16,8,10,0,0,94.0,97.0,93.8,3.768288736283111
2024-01-01 08:15:00,87,512,15,8,0,143.43,138.25,8,15,0,0,90.0,94.0,91.6,3.9115214431213534
2024-01-01 08:20:00,205,3008,30,20,0,191.66,179.17,8,20,0,0,87.0,90.0,114.6,50.6783977647281
2024-01-01 08:25:00,215,3008,3,21,0,203.89,168.69,8,25,0,0,205.0,87.0,138.2,65.6863760607936
2024-01-01 08:30:00,216,2048,3,21,0,201.22,179.91,8,30,0,0,215.0,205.0,162.6,67.78864211650797
2024-01-01 08:35:00,211,256,5,21,0,202.74,173.89,8,35,0,0,216.0,215.0,186.8,55.95712644516335
2024-01-01 08:40:00,218,3008,3,21,1,327.84,157.33,8,40,0,0,211.0,216.0,213.0,5.147815070493368
2024-01-01 08:45:00,80,512,15,8,0,155.21,142.15,8,45,0,0,218.0,211.0,188.0,60.42764268114386
2024-01-01 08:50:00,86,128,1,8,0,133.29,114.28,8,50,0,0,80.0,218.0,162.2,72.37541018882034
2024-01-01 08:55:00,76,256,30,7,0,168.25,150.97,8,55,0,0,86.0,80.0,134.2,73.43160082689195
2024-01-01 09:00:00,76,128,10,7,0,145.17,144.72,9,0,0,0,76.0,86.0,107.2,62.074149208829255
2024-01-01 09:05:00,74,512,30,7,0,149.15,132.25,9,5,0,0,76.0,76.0,78.4,4.774934554525088
2024-01-01 09:10:00,65,1024,15,6,0,144.64,115.83,9,10,0,0,74.0,76.0,75.4,7.46993975879308
2024-01-01 09:15:00,75,512,30,7,0,105.6,80.19,9,15,0,0,65.0,74.0,73.2,4.658325879540586
2024-01-01 09:20:00,75,128,3,7,0,145.57,119.38,9,20,0,0,75.0,65.0,73.0,4.5276925690684395
2024-01-01 09:25:00,88,256,30,8,0,171.73,155.49,9,25,0,0,75.0,75.0,75.4,8.203657720797327
2024-01-01 09:30:00,76,2048,3,7,0,137.17,123.73,9,30,0,0,88.0,75.0,75.8,8.16700679563802
2024-01-01 09:35:00,79,3008,5,7,0,155.46,122.77,9,35,0,0,76.0,88.0,78.6,5.50454357780895
2024-01-01 09:40:00,79,512,5,7,0,153.52,138.49,9,40,0,0,79.0,76.0,79.4,5.128352561983019
2024-01-01 09:45:00,75,256,5,7,0,132.33,109.39,9,45,0,0,79.0,79.0,79.4,5.128352561983019
2024-01-01 09:50:00,88,3008,15,8,1,291.5,139.87,9,50,0,0,75.0,79.0,79.4,5.128352561983019
2024-01-01 09:55:00,88,1024,30,8,1,268.8,104.18,9,55,0,0,88.0,75.0,81.8,5.89067059000908
2024-01-01 10:00:00,90,1024,10,9,0,154.01,124.3,10,0,0,0,88.0,88.0,84.0,6.595452979136312
2024-01-01 10:05:00,84,3008,5,8,0,160.66,153.61,10,5,0,0,90.0,88.0,85.0,5.999999999999843
2024-01-01 10:10:00,98,1024,1,9,0,122.86,114.74,10,10,0,0,84.0,90.0,89.6,5.176871642217758
2024-01-01 10:15:00,86,256,1,8,0,136.8,111.01,10,15,0,0,98.0,84.0,89.2,5.4037024344423665
2024-01-01 10:20:00,98,512,5,9,0,152.87,133.51,10,20,0,0,86.0,98.0,91.2,6.572670690061878
2024-01-01 10:25:00,109,256,5,10,0,182.37,166.92,10,25,0,0,98.0,86.0,95.0,10.198039027185507
2024-01-01 10:30:00,95,256,10,9,1,288.71,128.55,10,30,0,0,109.0,98.0,97.2,8.228000972289616
2024-01-01 10:35:00,100,3008,10,10,0,166.04,144.17,10,35,0,0,95.0,109.0,97.6,8.324662155306896
2024-01-01 10:40:00,106,2048,15,10,0,173.4,152.88,10,40,0,0,100.0,95.0,101.6,5.770615218501323
2024-01-01 10:45:00,105,2048,15,10,0,153.03,125.23,10,45,0,0,106.0,100.0,103.0,5.522680508593554
2024-01-01 10:50:00,102,512,1,10,0,168.73,152.48,10,50,0,0,105.0,106.0,101.6,4.393176527297653
2024-01-01 10:55:00,113,3008,10,11,0,193.61,157.92,10,55,0,0,102.0,105.0,105.2,4.969909455915597
2024-01-01 11:00:00,109,2048,30,10,0,167.52,155.4,11,0,0,0,113.0,102.0,107.0,4.183300132670303
2024-01-01 11:05:00,119,1024,15,11,0,169.46,142.89,11,5,0,0,109.0,113.0,109.6,6.693280212272569
2024-01-01 11:10:00,113,2048,30,11,0,168.26,133.92,11,10,0,0,119.0,109.0,111.2,6.26099033699938
2024-01-01 11:15:00,127,1024,15,12,0,86.36,80.13,11,15,0,0,113.0,119.0,116.2,7.014271166700066
2024-01-01 11:20:00,117,512,5,11,0,156.52,139.95,11,20,0,0,127.0,113.0,117.0,6.782329983125265
2024-01-01 11:25:00,121,256,10,12,0,179.49,148.07,11,25,0,0,117.0,127.0,119.4,5.176871642217924
2024-01-01 11:30:00,127,256,15,12,0,185.52,153.95,11,30,0,0,121.0,117.0,121.0,6.164414002968994
2024-01-01 11:35:00,118,2048,5,11,0,155.1,136.81,11,35,0,0,127.0,121.0,122.0,4.795831523312748
2024-01-01 11:40:00,125,1024,30,12,0,153.19,140.54,11,40,0,0,118.0,127.0,121.6,4.3358966777357875
2024-01-01 11:45:00,131,128,30,13,0,182.06,152.5,11,45,0,0,125.0,118.0,124.4,5.079370039680157
2024-01-01 11:50:00,116,128,1,11,0,156.25,124.41,11,50,0,0,131.0,125.0,123.4,6.268971207463019
2024-01-01 11:55:00,125,128,3,12,0,142.2,133.85,11,55,0,0,116.0,131.0,123.0,6.041522986797312
2024-01-01 12:00:00,125,256,10,12,0,139.49,131.53,12,0,0,0,125.0,116.0,124.4,5.366563145999533
2024-01-01 12:05:00,127,3008,1,12,0,182.13,159.88,12,5,0,0,125.0,125.0,124.8,5.495452665613673
2024-01-01 12:10:00,116,256,1,11,0,153.16,126.87,12,10,0,0,127.0,125.0,121.8,5.357238094391574
2024-01-01 12:15:00,114,3008,10,11,0,183.21,166.2,12,15,0,0,116.0,127.0,121.4,5.941380311005199
2024-01-01 12:20:00,122,1024,3,12,0,160.98,134.19,12,20,0,0,114.0,116.0,120.8,5.630275304103717
2024-01-01 12:25:00,119,2048,5,11,0,147.79,134.89,12,25,0,0,122.0,114.0,119.6,5.128352561983248
2024-01-01 12:30:00,222,128,1,22,0,180.65,181.8,12,30,0,0,119.0,122.0,138.6,46.72044520335826
2024-01-01 12:35:00,223,1024,1,22,0,192.98,177.22,12,35,0,0,222.0,119.0,160.0,57.1270513854864
2024-01-01 12:40:00,213,1024,3,21,0,206.5,185.87,12,40,0,0,223.0,222.0,179.8,54.28351499304375
2024-01-01 12:45:00,222,2048,5,22,0,188.11,170.87,12,45,0,0,213.0,223.0,199.8,45.350854457220635
2024-01-01 12:50:00,222,1024,1,22,0,197.23,188.82,12,50,0,0,222.0,213.0,220.4,4.159326868618375
2024-01-01 12:55:00,101,2048,30,10,0,143.09,141.25,12,55,0,0,222.0,222.0,196.2,53.37321425584193
2024-01-01 13:00:00,112,512,3,11,0,141.89,127.03,13,0,0,0,101.0,222.0,174.0,61.85062651259084
2024-01-01 13:05:00,102,2048,10,10,0,156.62,127.64,13,5,0,0,112.0,101.0,151.8,64.22771987234174
2024-01-01 13:10:00,91,128,3,9,0,165.27,132.71,13,10,0,0,102.0,112.0,125.6,54.39944852661651
2024-01-01 13:15:00,98,3008,3,9,0,165.59,133.71,13,15,0,0,91.0,102.0,100.8,7.596051605932932
2024-01-01 13:20:00,87,3008,15,8,0,151.54,139.7,13,20,0,0,98.0,91.0,98.0,9.772410142845825
2024-01-01 13:25:00,94,128,30,9,0,163.39,154.93,13,25,0,0,87.0,98.0,94.4,5.856620185738151
2024-01-01 13:30:00,93,3008,1,9,0,155.21,130.24,13,30,0,0,94.0,87.0,92.6,4.037325847636694
2024-01-01 13:35:00,81,2048,5,8,0,159.93,133.58,13,35,0,0,93.0,94.0,90.6,6.655824516917129
2024-01-01 13:40:00,88,512,10,8,0,158.08,134.08,13,40,0,0,81.0,93.0,88.6,5.224940191044763
2024-01-01 13:45:00,84,3008,30,8,1,273.51,143.65,13,45,0,0,88.0,81.0,88.0,5.612486080160451
2024-01-01 13:50:00,84,512,15,8,0,120.06,108.73,13,50,0,0,84.0,88.0,86.0,4.636809247747269
2024-01-01 13:55:00,88,128,3,8,0,130.44,110.74,13,55,0,0,84.0,84.0,85.0,2.9999999999990816
2024-01-01 14:00:00,76,512,10,7,0,142.08,117.21,14,0,0,0,88.0,84.0,84.0,4.898979485565783
2024-01-01 14:05:00,73,1024,5,7,0,147.13,119.46,14,5,0,0,76.0,88.0,81.0,6.244997998397921
2024-01-01 14:10:00,71,256,10,7,0,123.05,101.61,14,10,0,0,73.0,76.0,78.4,7.300684899377163
2024-01-01 14:15:00,71,1024,10,7,0,154.71,131.4,14,15,0,0,71.0,73.0,75.8,7.120393247566698
2024-01-01 14:20:00,74,128,30,7,0,157.24,136.39,14,20,0,0,71.0,71.0,73.0,2.1213203435580197
2024-01-01 14:25:00,76,3008,30,7,0,160.69,133.83,14,25,0,0,74.0,71.0,73.0,2.1213203435580197
2024-01-01 14:30:00,76,3008,1,7,0,147.12,123.99,14,30,0,0,76.0,74.0,73.6,2.509980079600869
2024-01-01 14:35:00,79,512,5,7,0,139.26,118.6,14,35,0,0,76.0,76.0,75.2,2.9495762407494
2024-01-01 14:40:00,76,2048,3,7,1,240.01,92.69,14,40,0,0,79.0,76.0,76.2,1.7888543819980065
2024-01-01 14:45:00,84,256,1,8,1,295.82,145.01,14,45,0,0,76.0,79.0,78.2,3.492849839313692
2024-01-01 14:50:00,76,2048,1,7,1,271.72,116.87,14,50,0,0,84.0,76.0,78.2,3.492849839313692
2024-01-01 14:55:00,93,128,3,9,0,155.1,132.43,14,55,0,0,76.0,84.0,81.6,7.162401831787579
2024-01-01 15:00:00,84,3008,15,8,0,164.56,140.75,15,0,0,0,93.0,76.0,82.6,7.056911505750528
2024-01-01 15:05:00,78,512,30,7,0,142.57,109.14,15,5,0,0,84.0,93.0,83.0,6.633249580710366
2024-01-01 15:10:00,79,3008,5,7,0,137.13,114.48,15,10,0,0,78.0,84.0,82.0,6.819090848492498
2024-01-01 15:15:00,89,2048,10,8,0,151.94,138.43,15,15,0,0,79.0,78.0,84.6,6.426507605223418
2024-01-01 15:20:00,88,2048,15,8,0,164.8,135.96,15,20,0,0,89.0,79.0,83.6,5.029910535983151
2024-01-01 15:25:00,95,256,5,9,0,133.02,126.68,15,25,0,0,88.0,89.0,85.8,7.190271204898641
2024-01-01 15:30:00,96,256,30,9,0,161.81,152.62,15,30,0,0,95.0,88.0,89.4,6.804410334481231
2024-01-01 15:35:00,95,512,30,9,0,158.35,134.99,15,35,0,0,96.0,95.0,92.6,3.781534080237195
2024-01-01 15:40:00,94,256,5,9,1,306.32,151.16,15,40,0,0,95.0,96.0,93.6,3.2093613071755387
2024-01-01 15:45:00,93,2048,10,9,0,157.28,149.73,15,45,0,0,94.0,95.0,94.6,1.140175425097209
2024-01-01 15:50:00,101,2048,15,10,0,150.03,133.86,15,50,0,0,93.0,94.0,95.8,3.114482300478803
2024-01-01 15:55:00,110,128,30,11,0,152.02,138.08,15,55,0,0,101.0,93.0,98.6,7.09224929059858
2024-01-01 16:00:00,109,2048,30,10,0,133.1,117.97,16,0,0,0,110.0,101.0,101.4,8.018728078691558
2024-01-01 16:05:00,104,512,15,10,0,151.94,122.5,16,5,0,0,109.0,110.0,103.4,6.877499545619514
2024-01-01 16:10:00,113,1024,15,11,0,188.24,161.17,16,10,0,0,104.0,109.0,107.4,4.827007354458569
2024-01-01 16:15:00,117,128,10,11,0,136.56,116.75,16,15,0,0,113.0,104.0,110.6,4.827007354458608
2024-01-01 16:20:00,112,128,10,11,0,148.61,134.07,16,20,0,0,117.0,113.0,111.0,4.847679857416075
2024-01-01 16:25:00,119,512,5,11,0,153.64,147.14,16,25,0,0,112.0,117.0,113.0,5.787918451394919
2024-01-01 16:30:00,120,512,15,12,0,182.59,148.39,16,30,0,0,119.0,112.0,116.2,3.5637059362408263
2024-01-01 16:35:00,115,256,3,11,0,167.64,141.72,16,35,0,0,120.0,119.0,116.6,3.2093613071759535
2024-01-01 16:40:00,223,128,5,22,0,198.29,185.36,16,40,0,0,115.0,120.0,137.8,47.735730852266215
2024-01-01 16:45:00,225,256,3,22,0,210.85,183.65,16,45,0,0,223.0,115.0,160.4,58.09302884167776
2024-01-01 16:50:00,230,2048,5,23,0,197.63,178.33,16,50,0,0,225.0,223.0,182.6,59.50882287526788
2024-01-01 16:55:00,230,128,3,23,0,207.16,190.03,16,55,0,0,230.0,225.0,204.6,50.18266633011849
2024-01-01 17:00:00,206,128,10,20,0,199.67,175.32,17,0,0,0,230.0,230.0,222.8,9.884331034521736
2024-01-01 17:05:00,120,3008,5,12,0,153.01,140.42,17,5,0,0,206.0,230.0,202.2,47.00212761141784
2024-01-01 17:10:00,127,1024,5,12,0,165.33,148.77,17,10,0,0,120.0,206.0,182.6,54.88897885732623
2024-01-01 17:15:00,126,128,1,12,1,318.18,166.97,17,15,0,0,127.0,120.0,161.8,52.06918474491418
2024-01-01 17:20:00,125,2048,3,12,0,173.99,158.98,17,20,0,0,126.0,127.0,140.8,36.54722971717557
2024-01-01 17:25:00,141,256,5,14,0,186.33,159.64,17,25,0,0,125.0,126.0,127.8,7.854934754662173
2024-01-01 17:30:00,123,256,5,12,0,172.89,134.2,17,30,0,0,141.0,125.0,128.4,7.197221686178616
2024-01-01 17:35:00,125,3008,10,12,0,175.28,162.82,17,35,0,0,123.0,141.0,128.0,7.348469228349515
2024-01-01 17:40:00,122,1024,3,12,0,171.91,168.56,17,40,0,0,125.0,123.0,127.2,7.823042886243155
2024-01-01 17:45:00,119,2048,15,11,0,148.59,148.61,17,45,0,0,122.0,125.0,126.0,8.660254037844357
2024-01-01 17:50:00,112,256,3,11,0,135.86,117.36,17,50,0,0,119.0,122.0,120.2,5.069516742254519
2024-01-01 17:55:00,115,512,30,11,0,153.58,140.21,17,55,0,0,112.0,119.0,118.6,5.224940191045127
2024-01-01 18:00:00,105,2048,15,10,0,149.52,127.44,18,0,0,0,115.0,112.0,114.6,6.580273550544706
2024-01-01 18:05:00,105,2048,5,10,0,147.45,126.12,18,5,0,0,105.0,115.0,111.2,6.180614856144803
2024-01-01 18:10:00,102,1024,3,10,0,131.81,127.84,18,10,0,0,105.0,105.0,107.8,5.449770637375253
2024-01-01 18:15:00,102,256,3,10,0,131.04,129.19,18,15,0,0,102.0,105.0,105.8,5.357238094391292
2024-01-01 18:20:00,111,2048,30,11,0,155.92,132.96,18,20,0,0,102.0,102.0,105.0,3.6742346141743787
2024-01-01 18:25:00,87,3008,30,8,0,139.68,118.33,18,25,0,0,111.0,102.0,101.4,8.84872872225139
2024-01-01 18:30:00,98,3008,30,9,0,175.46,159.72,18,30,0,0,87.0,111.0,100.0,8.689073598491184
2024-01-01 18:35:00,84,256,3,8,0,160.71,157.28,18,35,0,0,98.0,87.0,96.4,11.058933040759227
2024-01-01 18:40:00,87,3008,3,8,0,142.7,117.99,18,40,0,0,84.0,98.0,93.4,11.193748255164387
2024-01-01 18:45:00,93,512,3,9,0,163.6,130.88,18,45,0,0,87.0,84.0,89.8,5.630275304103283
2024-01-01 18:50:00,86,1024,1,8,0,160.27,137.49,18,50,0,0,93.0,87.0,89.6,5.770615218500995
2024-01-01 18:55:00,78,3008,1,7,1,248.36,106.83,18,55,0,0,86.0,93.0,85.6,5.4129474410892655
2024-01-01 19:00:00,78,3008,5,7,0,135.93,115.48,19,0,0,0,78.0,86.0,84.4,6.426507605223437
2024-01-01 19:05:00,83,512,15,8,0,113.23,106.89,19,5,0,0,78.0,78.0,83.6,6.26897120746256
2024-01-01 19:10:00,75,1024,3,7,1,278.58,118.0,19,10,0,0,83.0,78.0,80.0,4.415880433163263
2024-01-01 19:15:00,78,2048,10,7,0,145.04,124.22,19,15,0,0,75.0,83.0,78.4,2.8809720581765443
2024-01-01 19:20:00,76,1024,5,7,0,142.23,139.91,19,20,0,0,78.0,75.0,78.0,3.0822070014835066
2024-01-01 19:25:00,72,128,5,7,0,172.13,155.14,19,25,0,0,76.0,78.0,76.8,4.086563348339753
2024-01-01 19:30:00,86,256,3,8,0,179.05,154.42,19,30,0,0,72.0,76.0,77.4,5.272570530585048
