step,forecast,memory,timeout,concurrency,latency,cost,reward,sla_violated
64,176.56226,256,10,3,139.86867,0.1,-21.826681096349798,False
65,217.00456,128,3,3,186.32832,0.0640128,-4.068596041047413,False
66,217.51991,256,10,2,210.99413,0.1,-17.338029720525093,True
67,173.11113,128,3,3,163.68861,0.0640128,-3.870489087767801,False
68,214.69298,256,10,1,259.53604,0.1,-10.796507100032949,True
69,149.51065,512,3,1,174.71577,0.0853504,-5.030660069487438,False
70,81.73952,128,3,2,166.56024,0.0426752,-1.9738139211059322,False
71,81.47877,256,3,3,90.82576,0.1,-4.0470009592912914,False
72,92.63832,256,3,1,196.58173,0.0426752,-2.246365320207172,False
73,78.56524,1024,3,3,50.0,0.1,-15.425572000000003,False
74,75.94558,128,3,1,213.57181,0.0213376,-3.780450921069384,True
75,74.3039,256,10,1,187.12505,0.1,-5.142914605961567,False
76,74.922226,256,3,1,187.44398,0.0426752,-2.158637083660137,False
77,77.173676,128,3,2,164.20525,0.0426752,-1.9543400558059347,False
78,77.24239,256,3,2,138.64069,0.0853504,-3.0410430100312285,False
79,78.197464,128,3,2,164.7333,0.0426752,-1.958682518657787,False
80,79.998985,256,3,2,140.0625,0.0853504,-3.0509496303875214,False
81,79.8721,1024,3,2,50.0,0.1,-10.304548000000002,False
82,80.12828,128,3,2,165.72919,0.0426752,-1.9669101406474772,False
83,83.48328,256,3,2,141.85965,0.0853504,-3.063616076106978,False
84,83.859344,128,3,2,167.65364,0.0426752,-1.9829495000556971,False
85,85.82533,256,3,2,143.06766,0.0853504,-3.0722209109939573,False
86,88.66658,128,3,2,170.13315,0.0426752,-2.003888174177346,False
87,91.07124,256,3,2,145.77344,0.0853504,-3.091759401261663,False
88,89.514656,128,3,2,170.57057,0.0426752,-2.0076140012420947,False
89,99.972046,256,3,2,150.36436,0.0853504,-3.1257480691380186,False
90,99.271965,128,3,2,175.60327,0.0426752,-2.0511687413065554,False
91,95.12803,256,3,2,147.86588,0.0853504,-3.107119973113887,False
92,102.49797,128,5,2,177.26721,0.071125336,-2.919351575250409,False
93,103.93254,1024,10,2,50.0,0.1,-34.20266000000001,False
94,102.549065,256,5,3,101.69356,0.1,-6.659819511927742,False
95,104.27961,128,3,2,178.18616,0.0426752,-2.0740136524275257,False
96,107.56791,128,3,3,129.88222,0.0640128,-2.342118781359813,False
97,109.35323,512,3,1,154.00307,0.0853504,-3.1534356329223927,False
98,112.362564,128,3,2,182.35524,0.0426752,-2.1115918882971894,False
99,116.64834,128,3,3,134.5658,0.0640128,-3.6533388607723896,False
100,117.34946,128,3,2,184.92743,0.0426752,-2.9887137680932754,False
101,118.76641,128,3,1,235.65828,0.0213376,-4.455250526283956,True
102,120.83186,128,3,3,136.72362,0.0640128,-3.667973618527455,False
103,121.3529,128,3,2,186.99234,0.0426752,-3.0079134762149566,False
104,121.14904,128,3,1,236.88719,0.0213376,-4.469768627723251,True
105,124.135086,1024,10,3,50.0,0.1,-85.41290000000001,False
106,122.55555,128,3,3,137.61267,0.0640128,-3.6740711290224404,False
107,121.827385,128,3,2,187.23709,0.0426752,-3.0102031502434357,False
108,124.135086,128,3,1,238.42737,0.0213376,-4.488070259873185,True
109,124.3089,128,3,3,138.51701,0.0640128,-3.6803140920219395,False
110,121.14904,512,3,2,110.087204,0.1,-8.838019785275534,False
111,120.44114,512,3,1,159.72208,0.0853504,-4.905298541628511,False
112,120.20338,256,3,1,210.79944,0.0426752,-5.244670070255177,True
113,119.03726,128,3,2,185.79797,0.0426752,-2.996782210382664,False
114,179.32448,128,3,1,266.89337,0.0213376,-4.8476820025574,True
115,218.20699,512,5,3,110.14851,0.1,-21.640917367533376,False
116,212.756,128,10,3,184.13696,0.1,-11.516460484783238,False
117,176.50665,128,5,1,265.44,0.035562668,-5.539593001888528,True
118,216.86504,128,3,3,186.25635,0.0640128,-4.067925705295809,False
119,142.90785,128,3,1,248.11012,0.0213376,-4.605845963686441,True
120,105.99411,512,3,2,102.27048,0.1,-5.382505247477649,False
121,113.24608,128,3,2,182.81094,0.0426752,-2.115752098929138,False
122,143.9886,128,3,3,148.66757,0.0640128,-3.7531911694628706,False
123,97.600494,128,5,2,174.74115,0.071125336,-2.897121730741779,False
124,97.70202,128,3,2,174.79352,0.0426752,-2.0440753155512925,False
125,92.764534,128,3,3,122.24682,0.0640128,-2.2939911225745906,False
126,92.910095,256,3,2,146.72191,0.0853504,-3.098694886096901,False
127,91.08137,128,3,2,171.37865,0.0426752,-2.014522151316293,False
128,88.06253,256,3,2,144.22159,0.0853504,-3.0805086274895483,False
129,89.14672,1024,3,2,50.0,0.1,-10.304548000000002,False
130,85.56962,128,3,2,168.53577,0.0426752,-1.9903636397008162,False
131,86.47506,512,10,2,92.20279,0.1,-17.28261383939186,False
132,84.25231,512,3,2,91.05632,0.1,-5.328305329670641,False
133,80.38634,256,3,1,190.2623,0.0426752,-2.185249533159694,False
134,78.4176,128,3,2,164.84685,0.0426752,-1.9596180713720168,False
135,77.50612,256,3,2,138.77672,0.0853504,-3.0419864115720463,False
136,74.915886,512,10,3,50.0,0.1,-25.66762,False
137,74.834206,128,3,2,162.99858,0.0426752,-1.9444693787418952,False
138,73.438835,1024,10,2,50.0,0.1,-34.20266000000001,False
139,75.51635,128,3,2,163.3504,0.0426752,-1.9473399581033508,False
140,77.0758,256,3,2,138.55476,0.0853504,-3.0404475393671273,False
141,78.51772,512,10,2,88.09849,0.1,-17.26411358804028,False
142,78.287834,512,3,2,87.97992,0.1,-5.314535630428019,False
143,81.98163,128,10,1,216.68513,0.071125336,-5.307571116445537,True
144,83.11054,128,5,2,167.2674,0.071125336,-2.8332196442619346,False
145,81.91213,256,3,1,191.04927,0.0426752,-2.192751709919358,False
146,82.22753,512,5,2,90.011955,0.1,-8.737593831221073,False
147,84.02262,256,3,1,192.13785,0.0426752,-2.2031798078575315,False
148,83.21901,128,3,2,167.32335,0.0426752,-1.9801836197434786,False
149,85.83479,256,3,2,143.07254,0.0853504,-3.0722558171288843,False
150,90.49071,128,3,2,171.074,0.0426752,-2.011913900783475,False
151,93.27758,256,3,2,146.91144,0.0853504,-3.1000862994115588,False
152,93.492935,512,10,1,145.82253,0.1,-9.066645184090143,False
153,94.360794,1024,10,2,50.0,0.1,-34.20266000000001,False
154,96.10596,512,3,1,147.17029,0.0853504,-3.101989319731617,False
155,100.23569,128,5,2,176.10034,0.071125336,-2.909043328969791,False
156,103.21108,128,3,2,177.63501,0.0426752,-2.0691110294001427,False
157,104.06721,128,3,3,128.0766,0.0640128,-2.33047439431478,False
158,107.42892,256,3,2,154.21053,0.0853504,-3.1550341902829397,False
159,110.58592,128,3,2,181.43887,0.0426752,-2.103257635304252,False
160,111.78586,128,3,3,132.05779,0.0640128,-2.3563654810228964,False
161,112.34498,512,3,1,155.54619,0.0853504,-3.1653773131560925,False
162,116.781685,128,3,2,184.63458,0.0426752,-2.986008150048477,False
163,116.99742,256,5,3,109.14584,0.1,-10.966620405796297,False
164,188.95065,512,3,1,195.05844,0.0853504,-5.218714984819418,False
165,222.68425,128,5,3,189.25783,0.1,-6.2298631611683195,False
166,217.68298,128,5,1,286.67822,0.035562668,-5.832743638637096,True
167,190.72227,512,5,3,95.97223,0.1,-21.567866733701692,False
168,213.69128,256,10,2,209.01936,0.1,-17.31729407332381,True
169,150.11543,128,5,1,251.82773,0.035562668,-5.3635633019595,True
170,121.63744,512,5,1,160.33911,0.1,-7.7552491012351314,False
171,126.981895,1024,10,3,50.0,0.1,-85.41290000000001,False
172,164.35255,1024,5,2,50.0,0.1,-28.512633333333337,False
173,126.969345,1024,3,1,60.689243,0.1,-8.627119613282838,False
174,136.6876,512,3,3,68.10181,0.1,-12.91850640265119,False
175,126.27279,512,3,3,62.729973,0.1,-12.900936229751593,False
176,125.47089,512,3,3,62.31636,0.1,-12.899643226372536,False
177,124.22683,512,3,3,61.67469,0.1,-12.897654194920294,False
178,120.34273,512,3,3,59.671314,0.1,-12.891576639584633,False
179,118.4804,512,5,3,58.710747,0.1,-21.423773795227014,False
180,114.74544,512,3,2,106.7843,0.1,-5.406096182247867,False
181,110.87904,128,3,2,181.59006,0.0426752,-2.104629779639588,False
182,107.42892,128,3,3,129.81053,0.0640128,-2.341653343491342,False
183,104.66801,256,5,2,152.7865,0.1,-4.851112759934142,False
184,103.95324,128,3,2,178.01782,0.0426752,-2.0725145875580537,False
185,103.43726,512,5,3,50.951687,0.1,-12.867461852070814,False
186,96.99732,512,3,1,147.63004,0.0853504,-3.1053777197652925,False
187,95.30431,128,5,2,173.55681,0.071125336,-2.8868091322354776,False
188,86.732605,128,3,2,169.13564,0.0426752,-1.9954274818052409,False
189,90.69629,256,3,2,145.58005,0.0853504,-3.090350730229858,False
190,89.87573,128,3,2,170.7568,0.0426752,-2.0092032112717955,False
191,85.244965,256,3,2,142.76831,0.0853504,-3.070081808946262,False
192,83.529816,128,3,2,167.48366,0.0426752,-1.9815254434091607,False
193,82.765495,128,10,2,167.08945,0.1,-4.965491998301443,False
194,80.49708,256,10,3,90.31942,0.1,-13.006499917298928,False
195,77.92734,256,3,1,188.99397,0.0426752,-2.173224055096987,False
196,78.63125,128,3,2,164.95703,0.0426752,-1.96052664792226,False
197,77.320564,256,3,2,138.681,0.0853504,-3.0413225470886425,False
198,78.879456,128,3,2,165.08507,0.0426752,-1.9615829658613255,False
199,78.50797,256,3,2,139.29346,0.0853504,-3.045578689546152,False
200,72.45354,128,3,2,161.77066,0.0426752,-1.9344996132925147,False
201,75.42902,256,3,2,137.70537,0.0853504,-3.034581250916369,False
202,76.56841,128,3,2,163.89305,0.0426752,-1.951779353751522,False
203,74.35815,256,3,2,137.15303,0.0853504,-3.030785831661049,False
204,74.782166,128,3,2,162.97174,0.0426752,-1.9442506392087593,False
205,75.263176,1024,5,1,50.0,0.1,-8.597540000000002,False
206,78.018456,1024,3,3,50.0,0.1,-15.425572000000003,False
207,79.97776,128,3,2,165.65157,0.0426752,-1.966266959152514,False
208,78.788216,256,3,2,139.438,0.0853504,-3.0465859267536466,False
209,80.74244,128,3,2,166.04597,0.0426752,-1.9695375972217073,False
210,83.12434,256,3,2,141.67451,0.0853504,-3.0623037597255065,False
211,82.76697,128,3,2,167.0902,0.0426752,-1.9782343434015397,False
212,87.442696,256,3,2,143.90189,0.0853504,-3.078205776861018,False
213,93.5226,128,3,2,172.63783,0.0426752,-2.0253514218684403,False
214,164.1282,128,3,3,159.05533,0.0640128,-3.833104979807156,False
215,215.79106,1024,5,1,106.50241,0.1,-14.50863573803027,False
216,219.99892,128,3,2,237.87276,0.0426752,-5.548346347973899,True
217,219.99113,128,10,1,287.86877,0.071125336,-7.627977161965597,True
218,211.09528,128,3,1,283.28036,0.0213376,-5.073074322763809,True
219,129.77711,128,5,1,241.33746,0.035562668,-5.234227562888085,True
220,109.46363,512,5,1,154.06001,0.1,-4.860882173086437,False
221,121.53039,128,3,2,187.0839,0.0426752,-3.008769618037649,False
222,156.33269,128,3,1,255.0345,0.0213376,-4.692944914988358,True
223,114.386986,512,3,2,106.59942,0.1,-5.405109895455968,False
224,115.477715,128,3,2,183.962,0.0426752,-2.126306456105471,False
225,116.10367,128,3,3,134.28487,0.0640128,-2.3711946005354263,False
226,115.66724,512,3,1,157.25975,0.0853504,-3.1787777652289932,False
227,114.73566,256,10,3,107.97926,0.1,-13.094048002752427,False
228,117.073326,128,3,2,184.785,0.0426752,-2.9873974349445573,False
229,116.95911,128,3,1,234.72609,0.0213376,-4.444288341474888,True
230,120.45254,128,3,3,136.52795,0.0640128,-3.6666370653902303,False
231,121.090904,128,3,2,186.85722,0.0426752,-3.0066505274826385,False
232,121.43717,128,3,1,237.03583,0.0213376,-4.47152942751135,True
233,122.59215,128,3,3,137.63155,0.0640128,-3.6742009959425808,False
234,125.18837,128,3,2,188.97064,0.0426752,-3.0265075710143443,False
235,121.382965,128,3,1,237.00786,0.0213376,-4.471198126701576,True
236,123.305115,128,3,3,137.99928,0.0640128,-3.6767350327294577,False
237,123.19899,128,3,2,187.94455,0.0426752,-3.0168388103716106,False
238,120.91633,128,3,1,236.76717,0.0213376,-4.468347356969662,True
239,118.80154,128,3,3,135.67639,0.0640128,-3.660842037903854,False
240,119.18441,128,3,1,235.87387,0.0213376,-4.457792072080847,True
241,116.48204,128,3,3,134.48003,0.0640128,-3.6527619293789244,False
242,113.00261,1024,10,3,50.0,0.1,-51.27274,False
243,111.58691,512,3,1,155.15517,0.0853504,-3.1623401742926722,False
244,109.94088,128,3,2,181.10617,0.0426752,-2.1002421211819833,False
245,107.635735,128,3,3,129.9172,0.0640128,-2.3423459985247983,False
246,107.80746,128,5,3,130.00578,0.1,-3.6231775481502693,False
247,104.76087,128,3,3,128.43439,0.0640128,-2.332768780863307,False
248,103.0565,512,3,1,150.7553,0.0853504,-3.128690954108583,False
249,101.01072,128,3,2,176.5001,0.0426752,-2.05906314834772,False
250,89.02071,1024,10,3,50.0,0.1,-51.27274,False
251,93.06639,1024,3,2,50.0,0.1,-10.304548000000002,False
252,93.49321,512,3,1,145.82266,0.0853504,-3.0921182169906647,False
253,86.85113,128,5,2,169.19675,0.071125336,-2.8494485597480743,False
254,86.62847,256,3,1,193.48192,0.0426752,-2.216137266953661,False
255,83.94393,128,3,2,167.69727,0.0426752,-1.9833152756315382,False
256,82.18827,256,3,2,141.19171,0.0853504,-3.058889484355997,False
257,81.429535,128,3,2,166.40036,0.0426752,-1.9724830350420905,False
258,80.49708,256,3,2,140.31941,0.0853504,-3.052750454328582,False
259,77.759636,128,10,2,164.50748,0.1,-4.94408773720325,False
260,78.60049,128,5,2,164.94118,0.071125336,-2.8138997894985547,False
261,78.59133,256,3,1,189.33646,0.0426752,-2.176463319778305,False
262,77.93913,128,3,2,164.60005,0.0426752,-1.9575854751067574,False
263,77.99884,256,3,2,139.03085,0.0853504,-3.0437514605226483,False
264,172.71179,128,3,2,213.48265,0.0426752,-5.273130981870823,True
265,214.01414,128,10,3,184.78589,0.1,-11.52244568213136,False
266,220.88225,128,5,1,288.3284,0.035562668,-5.856464699648918,True
267,172.44543,512,5,3,86.54526,0.1,-21.52485205090277,False
268,213.30585,128,5,3,184.42056,0.1,-6.184673614643284,False
269,103.7003,128,5,1,227.88736,0.035562668,-4.3651961749323505,True
270,82.71896,256,5,3,91.46544,0.1,-6.610428151632222,False
271,77.07645,256,3,1,188.55508,0.0426752,-2.1690815933374665,False
272,119.254326,128,3,2,185.90993,0.0426752,-2.997822610838001,False
273,84.481476,128,3,1,217.97453,0.0213376,-3.8279502715291036,True
274,85.66109,256,10,1,192.98296,0.1,-5.198580455113196,False
275,88.22508,256,3,1,194.30542,0.0426752,-2.22412096062924,False
276,92.39912,128,3,2,172.05835,0.0426752,-2.0203578237646873,False
277,95.11755,256,3,2,147.86049,0.0853504,-3.1070800281745785,False
278,98.18572,128,5,2,175.043,0.071125336,-2.8997613197843766,False
279,100.60613,256,3,1,200.69142,0.0426752,-4.287182160008788,True
280,102.74011,128,3,3,127.3921,0.0640128,-2.3261026893684686,False
281,104.709694,512,3,1,151.60799,0.0853504,-3.135136550324171,False
282,107.261894,128,3,2,179.72438,0.0426752,-2.0877773360087013,False
283,107.344765,128,5,2,179.76712,0.071125336,-2.941665484935273,False
284,109.16371,128,3,2,180.70532,0.0426752,-2.096616282064327,False
285,111.410446,128,3,3,131.86415,0.0640128,-2.355087881470204,False
286,112.85749,512,3,1,155.81052,0.0853504,-3.1674349728123943,False
287,117.12382,128,3,2,184.81105,0.0426752,-2.9876380679932923,False
288,117.750824,128,3,1,235.13445,0.0213376,-4.449085219907605,True
289,117.22376,128,3,3,134.8626,0.0640128,-3.6553379714382452,False
290,120.94584,128,10,2,186.7824,0.1,-7.984724903851355,False
291,122.61174,256,3,2,162.04166,0.0853504,-4.9239574069660925,False
292,122.06878,1024,10,2,50.0,0.1,-56.962766666666674,False
293,124.91533,256,10,3,113.229805,0.1,-21.658124719115108,False
294,125.31451,512,3,1,162.2357,0.0853504,-4.925530590568239,False
295,124.91533,256,3,1,213.22981,0.0426752,-5.270433744650877,True
296,124.60422,1024,5,1,59.469345,0.1,-14.313481731235123,False
297,122.83281,128,3,3,137.75568,0.0640128,-3.675055647832853,False
298,122.068504,512,5,3,60.561455,0.1,-21.42929224704121,False
299,121.80063,512,3,3,60.42329,0.1,-12.893834344513031,False
300,121.14904,512,10,2,110.087204,0.1,-28.75311311860887,False
301,120.34273,128,5,2,186.47131,0.071125336,-4.425555430046628,False
302,120.3399,1024,10,2,50.0,0.1,-56.962766666666674,False
303,117.04169,128,3,3,134.76868,0.0640128,-3.6547049023879983,False
304,114.2529,512,10,1,156.53024,0.1,-9.147583036170635,False
305,112.05686,128,3,2,182.19757,0.0426752,-2.1101548440231985,False
306,112.27475,128,3,3,132.30995,0.0640128,-2.358032083990908,False
307,109.16371,512,3,1,153.90532,0.0853504,-3.152683158431849,False
308,107.23249,128,3,2,179.70921,0.0426752,-2.087641056182602,False
309,104.166534,128,3,3,128.12784,0.0640128,-2.3308025390639275,False
310,99.76508,512,3,1,149.05762,0.0853504,-3.115966336259026,False
311,93.95963,128,5,2,172.86324,0.071125336,-2.880802468376754,False
312,92.92753,128,3,2,172.33089,0.0426752,-2.0227043922914727,False
313,91.835236,256,3,2,146.1675,0.0853504,-3.0946354424752136,False
314,176.18634,128,3,2,215.27478,0.0426752,-5.292340705718779,True
315,221.0403,128,10,3,188.4099,0.1,-11.556257264608325,False
316,221.77098,128,5,1,288.78677,0.035562668,-5.863078405267076,True
317,201.86325,512,5,3,101.71861,0.1,-21.59626690175832,False
318,216.52763,128,10,1,286.08234,0.071125336,-7.6023440516506975,True
319,115.41673,128,3,1,233.93054,0.0213376,-4.0082155383763425,True
320,78.7677,128,10,1,215.02742,0.071125336,-5.28967981369665,True
321,81.58854,128,5,2,166.48238,0.071125336,-2.8266695481934945,False
322,126.41275,256,3,1,214.00215,0.0426752,-5.278683120011725,True
323,75.73826,128,3,2,163.46487,0.0426752,-1.9482751216211884,False
324,76.59193,128,10,1,213.90518,0.071125336,-5.277645706192377,True
325,77.85985,128,5,2,164.55916,0.071125336,-2.8107529586132687,False
326,76.70215,256,3,1,188.36205,0.0426752,-2.1672624177847606,False
327,76.20039,128,3,2,163.70325,0.0426752,-1.9502247473169985,False
328,78.48133,512,5,3,50.0,0.1,-12.86506,False
329,77.99482,128,3,2,164.62878,0.0426752,-1.9578218832453305,False
330,76.42832,256,3,2,138.2208,0.0853504,-3.0381367377557202,False
331,78.423164,512,10,2,88.04971,0.1,-17.2638988094936,False
332,78.38843,128,10,1,214.8318,0.071125336,-5.287577542818967,True
333,77.867935,512,5,2,87.763336,0.1,-8.72760007389869,False
334,80.41011,128,10,1,215.87456,0.071125336,-5.298805620314089,True
335,83.002174,128,5,2,167.21152,0.071125336,-2.8327522529795885,False
336,86.63785,256,3,1,193.48674,0.0426752,-2.216184054349113,False
337,90.83124,256,5,2,145.64964,0.1,-4.79786550568495,False
338,94.59997,128,3,3,123.19351,0.0640128,-2.2998000481532945,False
339,95.58376,512,3,1,146.90094,0.0853504,-3.1000091817484474,False
340,94.82907,128,5,2,173.31169,0.071125336,-2.8846834842623914,False
341,97.680984,128,5,3,124.78267,0.1,-3.5899078373558915,False
342,101.80025,128,3,3,126.90733,0.0640128,-2.323020764576005,False
343,101.54832,128,3,1,226.77739,0.0213376,-3.9258275942373393,True
344,102.65836,128,3,2,177.34993,0.0426752,-2.0665810000810048,False
345,104.78796,128,3,3,128.44835,0.0640128,-2.332858495740687,False
346,104.825386,512,3,1,151.66765,0.0853504,-3.1355889814822593,False
347,103.543594,128,3,2,177.80653,0.0426752,-2.070635034801658,False
348,107.525024,128,3,3,129.86009,0.0640128,-2.3419751472807038,False
349,109.570045,512,3,1,154.1149,0.0853504,-3.1542970465235016,False
350,112.729935,128,3,2,182.54472,0.0426752,-2.1133204677875046,False
351,118.98565,128,3,3,135.77136,0.0640128,-3.661486528717305,False
352,121.39536,128,3,2,187.01425,0.0426752,-3.008118236452561,False
353,122.555275,128,3,1,237.61252,0.0213376,-4.478372763545607,True
354,122.555275,128,3,1,237.61252,0.0213376,-4.478372763545607,True
355,125.362755,128,3,3,139.06058,0.0640128,-3.684086163463973,False
356,121.3529,128,3,2,186.99234,0.0426752,-3.0079134762149566,False
357,122.55555,128,3,1,237.61266,0.0213376,-4.478374446619331,True
358,125.75735,128,3,3,139.26411,0.0640128,-3.685502293223209,False
359,124.62671,128,10,1,238.68095,0.071125336,-6.980481472757967,True
360,122.60404,1024,3,3,50.0,0.1,-25.667620000000003,False
361,126.658936,1024,3,3,50.0,0.1,-25.667620000000003,False
362,122.445,128,3,3,137.55563,0.0640128,-3.6736788744747844,False
363,121.19545,128,3,2,186.91115,0.0426752,-3.0071543617369585,False
364,158.87766,128,3,1,256.34717,0.0213376,-4.709726714798333,True
365,206.06766,512,3,2,153.8872,0.1,-9.127071712903998,False
366,217.18141,128,5,1,286.41953,0.035562668,-5.829037063379681,True
367,182.95021,512,5,3,91.96349,0.1,-21.54903211435633,False
368,212.51332,128,5,2,234.0118,0.071125336,-6.925304601725874,True
369,165.2019,128,10,2,209.60913,0.1,-10.210933071619804,True
370,112.32902,128,5,1,232.33794,0.035562668,-4.416402988929812,True
371,110.40741,512,3,1,154.54681,0.0853504,-3.157629838803742,False
372,156.51764,128,3,2,205.1299,0.0426752,-5.18571686284618,True
373,102.87139,128,3,1,227.45982,0.0213376,-3.933577172414245,True
374,99.85947,128,3,2,175.9063,0.0426752,-2.0538316561155554,False
375,96.858665,128,3,3,124.35852,0.0640128,-2.3070100552826616,False
376,91.79266,512,3,1,144.94554,0.0853504,-3.0857422438327626,False
377,91.476654,128,3,2,171.58253,0.0426752,-2.0162702589419323,False
378,92.82752,256,3,2,146.6793,0.0853504,-3.098382486298946,False
379,86.38276,128,3,2,168.95517,0.0426752,-1.993902301307685,False
380,86.28023,256,3,2,143.30229,0.0853504,-3.073900680732425,False
381,87.866394,128,3,2,169.72043,0.0426752,-2.000381511599759,False
382,85.22548,256,3,2,142.75827,0.0853504,-3.070010067746951,False
383,82.88064,128,3,2,167.14883,0.0426752,-1.9787242524528121,False
384,83.87841,256,3,2,142.06346,0.0853504,-3.0650627020626007,False
385,83.1379,128,3,2,167.28152,0.0426752,-1.979833668476116,False
386,81.332375,256,3,2,140.75024,0.0853504,-3.0557778265615227,False
387,80.78802,128,3,2,166.06947,0.0426752,-1.9697327862869554,False
388,81.89213,1024,5,2,50.0,0.1,-17.132580000000004,False
389,79.91202,128,3,2,165.61765,0.0426752,-1.9659861324833516,False
390,76.56467,256,3,2,138.29112,0.0853504,-3.0386228806145215,False
391,79.08704,512,5,3,50.0,0.1,-12.86506,False
392,78.674194,128,3,2,164.97919,0.0426752,-1.9607093579800652,False
393,75.54158,256,3,2,137.76343,0.0853504,-3.0349810611951558,False
394,74.43022,256,10,1,187.1902,0.1,-5.14352431181535,False
395,75.613785,256,5,1,187.80067,0.071125336,-3.0154873057078158,False
396,77.09468,128,5,2,164.16449,0.071125336,-2.807509574010761,False
397,77.64624,256,3,1,188.84898,0.0426752,-2.1718545006560843,False
398,80.42925,128,3,2,165.88443,0.0426752,-1.9681971140015881,False
